,artist,track,date,chart,spotify_query
1924,Cam'Ron Featuring Mase,Horse & Carriage,1998-08-01,rap-song,Cam'Ron+Horse+&+Carriage
1925,Cosmic Slop Shop,Sinful,1998-08-01,rap-song,Cosmic+Slop+Shop+Sinful
1926,P.A. (Parental Advisory),Like We Do,1998-08-01,rap-song,P.A.+(Parental+Advisory)+Like+We+Do
1927,Lord Tariq & Peter Gunz,Deja Vu [Uptown Baby],1998-08-01,rap-song,Lord+Tariq+Deja+Vu+[Uptown+Baby]
1928,"Master P Feat. Fiend, Silkk The Shocker, Mia X & Mystikal",Make Em' Say Uhh!,1998-08-01,rap-song,Master+P+Make+Em'+Say+Uhh!
1929,Hi-Town DJs,Ding-A-Ling,1998-08-01,rap-song,Hi-Town+DJs+Ding-A-Ling
1930,MC Ren,Ruthless For Life,1998-08-01,rap-song,MC+Ren+Ruthless+For+Life
1931,Twista & The Speed Knot Mobstaz,In Your World,1998-08-01,rap-song,Twista+In+Your+World
1932,Canibus,Second Round K.O.,1998-07-01,rap-song,Canibus+Second+Round+K.O.
1933,The Lox [Featuring DMX & Lil' Kim],"Money, Power & Respect",1998-07-01,rap-song,"The+Lox+[Featuring+DMX+Money,+Power+&+Respect"
1934,Puff Daddy & The Family Featuring The Notorious B.I.G. & Busta Rh,Victory,1998-07-01,rap-song,Puff+Daddy+Victory
1935,Salt-N-Pepa,Gitty Up,1998-07-01,rap-song,Salt-N-Pepa+Gitty+Up
1936,Timbaland & Magoo,Clock Strikes,1998-07-01,rap-song,Timbaland+Clock+Strikes
1937,Mase Featuring Total,What You Want,1998-07-01,rap-song,Mase+What+You+Want
1938,Big Punisher Featuring Joe,Still Not A Player,1998-07-01,rap-song,Big+Punisher+Still+Not+A+Player
1939,Wyclef Jean,Gone Till November,1998-07-01,rap-song,Wyclef+Jean+Gone+Till+November
1940,Pras Michel Feat. Ol' Dirty Bastard & Introducing Mya,Ghetto Supastar (That Is What You Are),1998-07-01,rap-song,Pras+Michel+Ghetto+Supastar
1941,Sylk-E. Fyne Featuring Chill,Romeo And Juliet,1998-06-01,rap-song,Sylk-E.+Fyne+Romeo+And+Juliet
1942,2Pac Featuring Eric Williams,Do For Love,1998-06-01,rap-song,2Pac+Do+For+Love
1943,JD Featuring Da Brat,The Party Continues,1998-06-01,rap-song,JD+The+Party+Continues
1944,Do Or Die Featuring Johnny P & Twista,Still Po' Pimpin',1998-06-01,rap-song,Do+Or+Die+Still+Po'+Pimpin'
1945,Jay-Z Featuring BLACKstreet,A Million And One Questions/The City Is Mine,1998-06-01,rap-song,Jay-Z+A+Million+And+One+Questions
1946,LL Cool J,Father,1998-06-01,rap-song,LL+Cool+J+Father
1947,Rufus Blaq,Out Of Sight (YO),1998-06-01,rap-song,Rufus+Blaq+Out+Of+Sight
1948,Busta Rhymes,Dangerous,1998-05-01,rap-song,Busta+Rhymes+Dangerous
1949,Militia,Burn,1998-05-01,rap-song,Militia+Burn
1950,Big Punisher,I'm Not A Player,1998-05-01,rap-song,Big+Punisher+I'm+Not+A+Player
1951,"Silkk The Shocker Featuring Master P, Destiny's Child, O'Dell, Mo",Just Be Straight With Me,1998-05-01,rap-song,Silkk+The+Shocker+Just+Be+Straight+With+Me
1952,Will Smith,Gettin' Jiggy Wit It,1998-04-01,rap-song,Will+Smith+Gettin'+Jiggy+Wit+It
1953,K.P. & Envyi,Swing My Way,1998-04-01,rap-song,K.P.+Swing+My+Way
1954,Nadanuf,6 A.M. (We Be Rollin'),1998-04-01,rap-song,Nadanuf+6+A.M.
1955,Queen Pen Featuring Eric Williams,All My Love,1998-04-01,rap-song,Queen+Pen+All+My+Love
1956,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),Been Around The World/IIt's All About The Benjamins,1998-04-01,rap-song,Puff+Daddy+Been+Around+The+World
1957,WC From Westside Connection,Just Clownin',1998-04-01,rap-song,WC+From+Westside+Connection+Just+Clownin'
1958,The Lox,If You Think I'm Jiggy,1998-03-01,rap-song,The+Lox+If+You+Think+I'm+Jiggy
1959,Mic Geronimo Featuring DMX & Black Rob,Nothin' Move But The Money,1998-03-01,rap-song,Mic+Geronimo+Nothin'+Move+But+The+Money
1960,Kingpin Skinny Pimp,Another Riot,1998-03-01,rap-song,Kingpin+Skinny+Pimp+Another+Riot
1961,Sting & The Police,Roxanne `97 - Puff Daddy Remix,1998-03-01,rap-song,Sting+Roxanne+`97+-+Puff+Daddy+Remix
1962,Gang Starr,You Know My Steez,1998-03-01,rap-song,Gang+Starr+You+Know+My+Steez
1963,Born Jamericans,Send My Love/Send One Your Love,1998-03-01,rap-song,Born+Jamericans+Send+My+Love
1964,Mase,Feel So Good,1998-03-01,rap-song,Mase+Feel+So+Good
1965,The Notorious B.I.G.,Going Back To Cali,1998-03-01,rap-song,The+Notorious+B.I.G.+Going+Back+To+Cali
1966,Heat,Two Wrongs,1998-02-01,rap-song,Heat+Two+Wrongs
1967,Magoo And Timbaland,Up Jumps Da Boogie,1998-02-01,rap-song,Magoo+And+Timbaland+Up+Jumps+Da+Boogie
1968,E-A-Ski Featuring Montell Jordan,Showdown,1998-02-01,rap-song,E-A-Ski+Showdown
1969,Mack 10,Backyard Boogie,1998-02-01,rap-song,Mack+10+Backyard+Boogie
1970,Naughty By Nature,Mourn You Til I Join You,1998-02-01,rap-song,Naughty+By+Nature+Mourn+You+Til+I+Join+You
1971,Shaqueen,Just Because,1998-02-01,rap-song,Shaqueen+Just+Because
1972,Bone Thugs-N-Harmony,If I Could Teach The World,1998-02-01,rap-song,Bone+Thugs-N-Harmony+If+I+Could+Teach+The+World
1973,Kinsu,Tha Hop,1998-02-01,rap-song,Kinsu+Tha+Hop
1974,Nadanuf Featuring Kurtis Blow,The Breaks,1998-01-01,rap-song,Nadanuf+The+Breaks
1975,Rampage,We Getz Down,1998-01-01,rap-song,Rampage+We+Getz+Down
1976,Puff Daddy & Faith Evans Featuring 112,I'll Be Missing You,1998-01-01,rap-song,Puff+Daddy+I'll+Be+Missing+You
1977,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",Not Tonight,1998-01-01,rap-song,Lil'+Kim+Not+Tonight
1978,Master P Featuring Pimp C And The Shocker,I Miss My Homies,1998-01-01,rap-song,Master+P+I+Miss+My+Homies
1979,Queen Pen Featuring Teddy Riley,Man Behind The Music,1998-01-01,rap-song,Queen+Pen+Man+Behind+The+Music
1980,Mr. Money Loc,Imma Rolla,1998-01-01,rap-song,Mr.+Money+Loc+Imma+Rolla
1981,Fraze,Bounce Baby Bounce,1998-01-01,rap-song,Fraze+Bounce+Baby+Bounce
1982,Young M.C.,Madame Buttafly,1997-12-01,rap-song,Young+M.C.+Madame+Buttafly
1983,Refugee Camp All Stars Featuring Pras (With Ky-mani),Avenues,1997-12-01,rap-song,Refugee+Camp+All+Stars+Avenues
1984,Kinfusion,Crooked Green Papers,1997-12-01,rap-song,Kinfusion+Crooked+Green+Papers
1985,Twista,Get It Wet,1997-12-01,rap-song,Twista+Get+It+Wet
1986,The Beatnuts Featuring Big Punisher & Cuban Link,Off The Books,1997-12-01,rap-song,The+Beatnuts+Off+The+Books
1987,Capone -N- Noreaga,Closer,1997-12-01,rap-song,Capone+-N-+Noreaga+Closer
1988,Lost Boyz,Me And My Crazy World,1997-11-01,rap-song,Lost+Boyz+Me+And+My+Crazy+World
1989,The Notorious B.I.G. Featuring Puff Daddy & Mase,Mo Money Mo Problems,1997-11-01,rap-song,The+Notorious+B.I.G.+Mo+Money+Mo+Problems
1990,LL Cool J,Phenomenon,1997-11-01,rap-song,LL+Cool+J+Phenomenon
1991,"Shaquille O'Neal, Ice Cube, B Real, Peter Gunz & KRS-One",Men Of Steel,1997-11-01,rap-song,"Shaquille+O'Neal,+Ice+Cube,+B+Real,+Peter+Gunz+Men+Of+Steel"
1992,Rampage Featuring Billy Lawrence,Take It To The Streets,1997-11-01,rap-song,Rampage+Take+It+To+The+Streets
1993,Common Featuring Chantay Savage,Reminding Me (Of Sef),1997-11-01,rap-song,Common+Reminding+Me
1994,Nastyboy Klick Featuring Roger Troutman,Down For Yours,1997-11-01,rap-song,Nastyboy+Klick+Down+For+Yours
1995,EPMD,The Joint,1997-11-01,rap-song,EPMD+The+Joint
1996,Coolio Featuring 40 Thevz,"C U When U Get There (From ""Nothing To Lose"")",1997-11-01,rap-song,Coolio+C+U+When+U+Get+There
1997,Hurricane G,Somebody Else,1997-10-01,rap-song,Hurricane+G+Somebody+Else
1998,The Whoridas,Talkin' Bout' Bank,1997-10-01,rap-song,The+Whoridas+Talkin'+Bout'+Bank
1999,Blac Haze,Let Me Holla At Cha,1997-10-01,rap-song,Blac+Haze+Let+Me+Holla+At+Cha
2000,Tha Alkaholiks Featuring Ol' Dirty Bastard,Hip Hop Drunkies,1997-10-01,rap-song,Tha+Alkaholiks+Hip+Hop+Drunkies
2001,Bone Thugs-N-Harmony,Look Into My Eyes,1997-10-01,rap-song,Bone+Thugs-N-Harmony+Look+Into+My+Eyes
2002,RBL Posse,How We Comin',1997-10-01,rap-song,RBL+Posse+How+We+Comin'
2003,Mad Dog Clique,Bump'n In Your Trunk,1997-10-01,rap-song,Mad+Dog+Clique+Bump'n+In+Your+Trunk
2004,Royal Flush,Iced Down Medallions,1997-10-01,rap-song,Royal+Flush+Iced+Down+Medallions
2005,"Trapp, Tupac & Notorious B.I.G.",Be The Realist,1997-10-01,rap-song,"Trapp,+Tupac+Be+The+Realist"
2006,Jay-Z Featuring Babyface And Foxy Brown,Sunshine,1997-10-01,rap-song,Jay-Z+Sunshine
2007,Scarface Featuring 2Pac & Johnny P,Smile,1997-09-01,rap-song,Scarface+Smile
2008,DJ Kool,I Got Dat Feelin',1997-09-01,rap-song,DJ+Kool+I+Got+Dat+Feelin'
2009,O.C. Featuring Yvette Michele,Far From Yours,1997-09-01,rap-song,O.C.+Far+From+Yours
2010,CRU Featuring Slick Rick,Just Another Case,1997-09-01,rap-song,CRU+Just+Another+Case
2011,Foxy Brown Featuring Dru Hill,"Big Bad Mamma (From ""Def Jam's How To Be A Player"")",1997-09-01,rap-song,Foxy+Brown+Big+Bad+Mamma
2012,AZ Featuring SWV,Hey AZ,1997-09-01,rap-song,AZ+Hey+AZ
2013,DJ Taz Featuring Raheem The Dream,That's Right,1997-09-01,rap-song,DJ+Taz+That's+Right
2014,Freak Nasty,Da' Dip,1997-09-01,rap-song,Freak+Nasty+Da'+Dip
2015,Warren G Featuring Ronald Isley,Smokin' Me Out,1997-09-01,rap-song,Warren+G+Smokin'+Me+Out
2016,The Lemonheads,"If I Could Change (From ""I'm Bout It"")",1997-08-01,rap-song,The+Lemonheads+If+I+Could+Change
2017,Wyclef Jean Featuring Refugee Allstars,We Trying To Stay Alive,1997-08-01,rap-song,Wyclef+Jean+We+Trying+To+Stay+Alive
2018,OutKast,Jazzy Belle,1997-08-01,rap-song,OutKast+Jazzy+Belle
2019,Puff Daddy (Featuring Mase),Can't Nobody Hold Me Down,1997-08-01,rap-song,Puff+Daddy++Can't+Nobody+Hold+Me+Down
2020,Suga Free,If U Stay Ready,1997-08-01,rap-song,Suga+Free+If+U+Stay+Ready
2021,The Notorious B.I.G.,Hypnotize,1997-08-01,rap-song,The+Notorious+B.I.G.+Hypnotize
2022,DJ Kool,Let Me Clear My Throat,1997-08-01,rap-song,DJ+Kool+Let+Me+Clear+My+Throat
2023,B-Rock & The Bizz,My Baby Daddy,1997-08-01,rap-song,B-Rock+My+Baby+Daddy
2024,Foxy Brown Featuring Jay-Z,I'll Be,1997-08-01,rap-song,Foxy+Brown+I'll+Be
2025,Twista,Emotions,1997-08-01,rap-song,Twista+Emotions
2026,Jungle Brothers,Brain,1997-07-01,rap-song,Jungle+Brothers+Brain
2027,3X Krazy,Keep It On The Real,1997-07-01,rap-song,3X+Krazy+Keep+It+On+The+Real
2028,DFC,Listen (Five Minutes),1997-07-01,rap-song,DFC+Listen
2029,MC Luscious Featuring Kinsui,Da' Dip,1997-07-01,rap-song,MC+Luscious+Da'+Dip
2030,Born Jamericans,Yardcore,1997-07-01,rap-song,Born+Jamericans+Yardcore
2031,"Trapp Featuring 2pac, Notorious B.I.G.",Stop The Gunfight,1997-06-01,rap-song,Trapp+Stop+The+Gunfight
2032,Tracey Lee,The Theme (It's Party Time),1997-06-01,rap-song,Tracey+Lee+The+Theme
2033,KRS-One,Step Into A World (Rapture's Delight),1997-06-01,rap-song,KRS-One+Step+Into+A+World
2034,Warren G,I Shot The Sheriff,1997-06-01,rap-song,Warren+G+I+Shot+The+Sheriff
2035,Lil Bud & Tizone Featuring Keith Sweat,Gonna Let U Know,1997-06-01,rap-song,Lil+Bud+Gonna+Let+U+Know
2036,Mobb Deep,G.O.D. Pt. III,1997-06-01,rap-song,Mobb+Deep+G.O.D.+Pt.+III
2037,Westside Connection,Gangstas Make The World Go Round,1997-06-01,rap-song,Westside+Connection+Gangstas+Make+The+World+Go+Round
2038,Da Brat Featuring T-Boz,Ghetto Love,1997-06-01,rap-song,Da+Brat+Ghetto+Love
2039,JAY-Z,Feelin' It,1997-06-01,rap-song,JAY-Z+Feelin'+It
2040,Hev-D,Big Daddy,1997-06-01,rap-song,Hev-D+Big+Daddy
2041,JAY-Z,"Who You Wit (From ""Sprung"")",1997-06-01,rap-song,JAY-Z+Who+You+Wit
2042,Killarmy,Wu-Renegades,1997-06-01,rap-song,Killarmy+Wu-Renegades
2043,MC Lyte,Cold Rock A Party,1997-05-01,rap-song,MC+Lyte+Cold+Rock+A+Party
2044,Richie Rich,Do G's Get To Go To Heaven?,1997-05-01,rap-song,Richie+Rich+Do+G's+Get+To+Go+To+Heaven?
2045,Tru Featuring Ice Cream Man (Master P),I Always Feel Like (Somebody's Watching Me),1997-05-01,rap-song,Tru+I+Always+Feel+Like
2046,Lil' Kim Featuring Puff Daddy,No Time,1997-05-01,rap-song,Lil'+Kim+No+Time
2047,Tela Featuring Eightball & MJG,Sho Nuff,1997-05-01,rap-song,Tela+Sho+Nuff
2048,Capone -N- Noreaga,T.O.N.Y. (Top Of New York),1997-05-01,rap-song,Capone+-N-+Noreaga+T.O.N.Y.
2049,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",Runnin',1997-05-01,rap-song,"2Pac,+Notorious+B.I.G.,+Radio,+Dramacydal+Runnin'"
2050,Camp Lo,Luchini aka (This Is It),1997-04-01,rap-song,Camp+Lo+Luchini+aka
2051,Redman,Whateva Man,1997-04-01,rap-song,Redman+Whateva+Man
2052,E-40 Featuring Bo-Rock,Things'll Never Change/Rapper's Ball,1997-04-01,rap-song,E-40+Things'll+Never+Change
2053,Bounty Killa featuring the Fugees,Hip-Hopera,1997-04-01,rap-song,Bounty+Killa+featuring+the+Fugees+Hip-Hopera
2054,Lost Boyz,Get Up,1997-04-01,rap-song,Lost+Boyz+Get+Up
2055,The Roots,What They Do,1997-04-01,rap-song,The+Roots+What+They+Do
2056,Mack 10 & Tha Dogg Pound,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")",1997-03-01,rap-song,Mack+10+Nothin'+But+The+Cavi+Hit
2057,2Pac Featuring K-Ci And JoJo,How Do U Want It/California Love,1997-03-01,rap-song,2Pac+How+Do+U+Want+It
2058,The 2 Live Crew,Do The Damn Thing,1997-03-01,rap-song,The+2+Live+Crew+Do+The+Damn+Thing
2059,Quad City DJ's,"Space Jam (From ""Space Jam"")",1997-03-01,rap-song,Quad+City+DJ's+Space+Jam
2060,LL Cool J,"Ain't Nobody (From ""Beavis And Butt-Head Do America"")",1997-03-01,rap-song,LL+Cool+J+Ain't+Nobody
2061,OutKast,ATLiens/Wheelz Of Steel,1997-03-01,rap-song,OutKast+ATLiens
2062,Nas,Street Dreams,1997-03-01,rap-song,Nas+Street+Dreams
2063,Westside Connection,Bow Down,1997-03-01,rap-song,Westside+Connection+Bow+Down
2064,Xzibit,The Foundation,1997-02-01,rap-song,Xzibit+The+Foundation
2065,Lost Boyz,Music Makes Me High,1997-02-01,rap-song,Lost+Boyz+Music+Makes+Me+High
2066,D.J. Trans,Suki Suki Now,1997-02-01,rap-song,D.J.+Trans+Suki+Suki+Now
2067,The Almighty RSO Featuring Faith Evans,You Could Be My Boo,1997-02-01,rap-song,The+Almighty+RSO+You+Could+Be+My+Boo
2068,Richie Rich,Let's Ride,1997-02-01,rap-song,Richie+Rich+Let's+Ride
2069,Do Or Die (Featuring Twista),Po Pimp,1997-02-01,rap-song,Do+Or+Die++Po+Pimp
2070,KRS-One,The MC,1997-02-01,rap-song,KRS-One+The+MC
2071,Ras Kass,Soul On Ice,1997-01-01,rap-song,Ras+Kass+Soul+On+Ice
2072,A Tribe Called Quest Featuring Faith Evans,Stressed Out,1997-01-01,rap-song,A+Tribe+Called+Quest+Stressed+Out
2073,Da Brat,Sittin' On Top Of The World,1997-01-01,rap-song,Da+Brat+Sittin'+On+Top+Of+The+World
2074,JAY-Z,Can't Knock The Hustle,1997-01-01,rap-song,JAY-Z+Can't+Knock+The+Hustle
2075,LL Cool J,Loungin,1997-01-01,rap-song,LL+Cool+J+Loungin
2076,Redman Featuring K-Solo,That's How It Is (It's Like That),1997-01-01,rap-song,Redman+That's+How+It+Is
2077,Capone -N- Noreaga,Illegal Life,1996-12-01,rap-song,Capone+-N-+Noreaga+Illegal+Life
2078,Mobb Deep,Front Lines (Hell On Earth),1996-12-01,rap-song,Mobb+Deep+Front+Lines
