,artist,track,date,chart,spotify_query
3357,Brad Paisley,He Didn't Have To Be,2000-01-01,hot-100,Brad+Paisley+He+Didn't+Have+To+Be
3358,Ideal,Get Gone,2000-01-01,hot-100,Ideal+Get+Gone
3359,Lou Bega,Mambo No. 5 (A Little Bit Of...),2000-01-01,hot-100,Lou+Bega+Mambo+No.+5
3360,M2M,Don't Say You Love Me,2000-01-01,hot-100,M2M+Don't+Say+You+Love+Me
3361,IMx,Stay The Night,2000-01-01,hot-100,IMx+Stay+The+Night
3362,Sole Featuring JT Money & Kandi,"4, 5, 6",2000-01-01,hot-100,"Sole+4,+5,+6"
3363,Juvenile Featuring Mannie Fresh & Lil' Wayne,Back That Thang Up,2000-01-01,hot-100,Juvenile+Back+That+Thang+Up
3364,Mariah Carey Featuring Jay-Z,Heartbreaker,1999-12-01,hot-100,Mariah+Carey+Heartbreaker
3365,Red Hot Chili Peppers,Scar Tissue,1999-12-01,hot-100,Red+Hot+Chili+Peppers+Scar+Tissue
3366,Britney Spears,(You Drive Me) Crazy,1999-12-01,hot-100,Britney+Spears+(You+Drive+Me)+Crazy
3367,Lenny Kravitz,American Woman,1999-12-01,hot-100,Lenny+Kravitz+American+Woman
3368,Will Smith Featuring K-Ci,Will 2K,1999-12-01,hot-100,Will+Smith+Will+2K
3369,98 Degrees,I Do (Cherish You),1999-12-01,hot-100,98+Degrees+I+Do
3370,Eve,Gotta Man,1999-12-01,hot-100,Eve+Gotta+Man
3371,John Michael Montgomery,Home To You,1999-12-01,hot-100,John+Michael+Montgomery+Home+To+You
3372,Deborah Cox With R.L.,We Can't Be Friends,1999-12-01,hot-100,Deborah+Cox+With+R.L.+We+Can't+Be+Friends
3373,Christina Aguilera,Genie In A Bottle,1999-12-01,hot-100,Christina+Aguilera+Genie+In+A+Bottle
3374,Tal Bachman,She's So High,1999-12-01,hot-100,Tal+Bachman+She's+So+High
3375,"B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne",Bling Bling,1999-12-01,hot-100,B.G.+Bling+Bling
3376,Backstreet Boys,Larger Than Life,1999-12-01,hot-100,Backstreet+Boys+Larger+Than+Life
3377,Smash Mouth,All Star,1999-12-01,hot-100,Smash+Mouth+All+Star
3378,Martina McBride,I Love You,1999-12-01,hot-100,Martina+McBride+I+Love+You
3379,Marc Nelson,15 Minutes,1999-12-01,hot-100,Marc+Nelson+15+Minutes
3380,Ricky Martin,She's All I Ever Had,1999-11-01,hot-100,Ricky+Martin+She's+All+I+Ever+Had
3381,'N Sync & Gloria Estefan,Music Of My Heart,1999-11-01,hot-100,'N+Sync+Music+Of+My+Heart
3382,Eric Benet Featuring Tamia,Spend My Life With You,1999-11-01,hot-100,Eric+Benet+Spend+My+Life+With+You
3383,R. Kelly,If I Could Turn Back The Hands Of Time,1999-11-01,hot-100,R.+Kelly+If+I+Could+Turn+Back+The+Hands+Of+Time
3384,Montgomery Gentry,Lonely And Gone,1999-11-01,hot-100,Montgomery+Gentry+Lonely+And+Gone
3385,Destiny's Child,Bug A Boo,1999-11-01,hot-100,Destiny's+Child+Bug+A+Boo
3386,George Strait,What Do You Say To That,1999-11-01,hot-100,George+Strait+What+Do+You+Say+To+That
3387,Mandy Moore,Candy,1999-11-01,hot-100,Mandy+Moore+Candy
3388,Steve Wariner,I'm Already Taken,1999-11-01,hot-100,Steve+Wariner+I'm+Already+Taken
3389,Tim McGraw,Something Like That,1999-11-01,hot-100,Tim+McGraw+Something+Like+That
3390,Enrique Iglesias,Bailamos,1999-11-01,hot-100,Enrique+Iglesias+Bailamos
3391,Sixpence None The Richer,There She Goes,1999-11-01,hot-100,Sixpence+None+The+Richer+There+She+Goes
3392,Shania Twain,Man! I Feel Like A Woman!,1999-11-01,hot-100,Shania+Twain+Man!+I+Feel+Like+A+Woman!
3393,Q-Tip,Vivrant Thing,1999-11-01,hot-100,Q-Tip+Vivrant+Thing
3394,Warren G Featuring Mack 10,I Want It All,1999-11-01,hot-100,Warren+G+I+Want+It+All
3395,Backstreet Boys,I Want It That Way,1999-11-01,hot-100,Backstreet+Boys+I+Want+It+That+Way
3396,LFO,Summer Girls,1999-10-01,hot-100,LFO+Summer+Girls
3397,Destiny's Child,"Bills, Bills, Bills",1999-10-01,hot-100,"Destiny's+Child+Bills,+Bills,+Bills"
3398,Garth Brooks as Chris Gaines,Lost In You,1999-10-01,hot-100,Garth+Brooks+as+Chris+Gaines+Lost+In+You
3399,Ginuwine,So Anxious,1999-10-01,hot-100,Ginuwine+So+Anxious
3400,EVE & Nokio,What Ya Want,1999-10-01,hot-100,EVE+What+Ya+Want
3401,Jennifer Lopez,If You Had My Love,1999-10-01,hot-100,Jennifer+Lopez+If+You+Had+My+Love
3402,Tracie Spencer,It's All About You (Not About Me),1999-10-01,hot-100,Tracie+Spencer+It's+All+About+You
3403,Sarah McLachlan,I Will Remember You (Live),1999-10-01,hot-100,Sarah+McLachlan+I+Will+Remember+You
3404,Citizen King,Better Days (And The Bottom Drops Out),1999-10-01,hot-100,Citizen+King+Better+Days
3405,Alan Jackson,Little Man,1999-10-01,hot-100,Alan+Jackson+Little+Man
3406,JAY-Z,Jigga My N****,1999-10-01,hot-100,JAY-Z+Jigga+My+N****
3407,Kenny Chesney,You Had Me From Hello,1999-10-01,hot-100,Kenny+Chesney+You+Had+Me+From+Hello
3408,Dixie Chicks,Ready To Run,1999-10-01,hot-100,Dixie+Chicks+Ready+To+Run
3409,Fastball,Out Of My Head,1999-10-01,hot-100,Fastball+Out+Of+My+Head
3410,Faith Evans,Never Gonna Let You Go,1999-10-01,hot-100,Faith+Evans+Never+Gonna+Let+You+Go
3411,Pearl Jam,Last Kiss,1999-10-01,hot-100,Pearl+Jam+Last+Kiss
3412,K-Ci & JoJo,Tell Me It's Real,1999-10-01,hot-100,K-Ci+Tell+Me+It's+Real
3413,Naughty By Nature Featuring Zhane,Jamboree,1999-09-01,hot-100,Naughty+By+Nature+Jamboree
3414,Vitamin C Featuring Lady Saw,Smile,1999-09-01,hot-100,Vitamin+C+Smile
3415,Whitney Houston,It's Not Right But It's Okay,1999-09-01,hot-100,Whitney+Houston+It's+Not+Right+But+It's+Okay
3416,Blessid Union Of Souls,Hey Leonardo (She Likes Me For Me),1999-09-01,hot-100,Blessid+Union+Of+Souls+Hey+Leonardo
3417,Sixpence None The Richer,Kiss Me,1999-09-01,hot-100,Sixpence+None+The+Richer+Kiss+Me
3418,112 Featuring Lil'z,Anywhere,1999-09-01,hot-100,112+Anywhere
3419,Phil Collins,You'll Be In My Heart,1999-09-01,hot-100,Phil+Collins+You'll+Be+In+My+Heart
3420,Faith Hill,The Secret Of Life,1999-09-01,hot-100,Faith+Hill+The+Secret+Of+Life
3421,Mary J. Blige,All That I Can Say,1999-09-01,hot-100,Mary+J.+Blige+All+That+I+Can+Say
3422,Alabama Featuring 'N Sync,God Must Have Spent A Little More Time On You,1999-09-01,hot-100,Alabama+God+Must+Have+Spent+A+Little+More+Time+On+You
3423,Edwin McCain,I Could Not Ask For More,1999-09-01,hot-100,Edwin+McCain+I+Could+Not+Ask+For+More
3424,98 Degrees,The Hardest Thing,1999-09-01,hot-100,98+Degrees+The+Hardest+Thing
3425,Case,Happily Ever After,1999-09-01,hot-100,Case+Happily+Ever+After
3426,Jo Dee Messina,Lesson In Leavin',1999-09-01,hot-100,Jo+Dee+Messina+Lesson+In+Leavin'
3427,Maxwell,Fortunate,1999-09-01,hot-100,Maxwell+Fortunate
3428,Chely Wright,Single White Female,1999-09-01,hot-100,Chely+Wright+Single+White+Female
3429,Ricky Martin,Livin' La Vida Loca,1999-08-01,hot-100,Ricky+Martin+Livin'+La+Vida+Loca
3430,Nine Inch Nails,The Day The World Went Away,1999-08-01,hot-100,Nine+Inch+Nails+The+Day+The+World+Went+Away
3431,Madonna,Beautiful Stranger,1999-08-01,hot-100,Madonna+Beautiful+Stranger
3432,Britney Spears,Sometimes,1999-08-01,hot-100,Britney+Spears+Sometimes
3433,Shania Twain,That Don't Impress Me Much,1999-08-01,hot-100,Shania+Twain+That+Don't+Impress+Me+Much
3434,Will Smith Featuring Dru Hill & Kool Mo Dee,Wild Wild West,1999-08-01,hot-100,Will+Smith+Wild+Wild+West
3435,TLC,No Scrubs,1999-08-01,hot-100,TLC+No+Scrubs
3436,Sugar Ray,Every Morning,1999-08-01,hot-100,Sugar+Ray+Every+Morning
3437,SHeDAISY,Little Good-Byes,1999-08-01,hot-100,SHeDAISY+Little+Good-Byes
3438,Ricky Martin,"The Cup Of Life (The Official Song Of The World Cup, France '98)",1999-08-01,hot-100,Ricky+Martin+The+Cup+Of+Life
3439,Sporty Thievz Featuring Mr. Woods,No Pigeons,1999-08-01,hot-100,Sporty+Thievz+No+Pigeons
3440,Chante Moore,Chante's Got A Man,1999-08-01,hot-100,Chante+Moore+Chante's+Got+A+Man
3441,George Strait,Write This Down,1999-08-01,hot-100,George+Strait+Write+This+Down
3442,Lauryn Hill,Everything Is Everything,1999-08-01,hot-100,Lauryn+Hill+Everything+Is+Everything
3443,Blaque,808,1999-08-01,hot-100,Blaque+808
3444,Joe Diffie,A Night To Remember,1999-08-01,hot-100,Joe+Diffie+A+Night+To+Remember
3445,Brandy,Almost Doesn't Count,1999-07-01,hot-100,Brandy+Almost+Doesn't+Count
3446,JT Money Featuring Sole,Who Dat,1999-07-01,hot-100,JT+Money+Who+Dat
3447,Jordan Knight,Give It To You,1999-07-01,hot-100,Jordan+Knight+Give+It+To+You
3448,Tim McGraw,Please Remember Me,1999-07-01,hot-100,Tim+McGraw+Please+Remember+Me
3449,Goo Goo Dolls,Slide,1999-07-01,hot-100,Goo+Goo+Dolls+Slide
3450,Silk,If You (Lovin' Me),1999-07-01,hot-100,Silk+If+You
3451,Dixie Chicks,Tonight The Heartache's On Me,1999-07-01,hot-100,Dixie+Chicks+Tonight+The+Heartache's+On+Me
3452,matchbox 20,Back 2 Good,1999-07-01,hot-100,matchbox+20+Back+2+Good
3453,Lenny Kravitz,Fly Away,1999-07-01,hot-100,Lenny+Kravitz+Fly+Away
3454,Tyrese,Sweet Lady,1999-07-01,hot-100,Tyrese+Sweet+Lady
3455,Lila McCann,With You,1999-07-01,hot-100,Lila+McCann+With+You
3456,Whitney Houston Feat. Faith Evans & Kelly Price,Heartbreak Hotel,1999-07-01,hot-100,Whitney+Houston+Heartbreak+Hotel
3457,Cher,Believe,1999-07-01,hot-100,Cher+Believe
3458,Martina McBride,Whatever You Say,1999-07-01,hot-100,Martina+McBride+Whatever+You+Say
3459,Everlast,What It's Like,1999-07-01,hot-100,Everlast+What+It's+Like
3460,Ja Rule,Holla Holla,1999-07-01,hot-100,Ja+Rule+Holla+Holla
3461,R. Kelly,Did You Ever Think,1999-07-01,hot-100,R.+Kelly+Did+You+Ever+Think
3462,Busta Rhymes Featuring Janet,What's It Gonna Be?!,1999-06-01,hot-100,Busta+Rhymes+What's+It+Gonna+Be?!
3463,Jay-Z Featuring Amil (Of Major Coinz) & Ja,Can I Get A...,1999-06-01,hot-100,Jay-Z+Can+I+Get+A...
3464,Dave Hollister,My Favorite Girl,1999-06-01,hot-100,Dave+Hollister+My+Favorite+Girl
3465,Mark Wills,Wish You Were Here,1999-06-01,hot-100,Mark+Wills+Wish+You+Were+Here
3466,Eagle-Eye Cherry,Save Tonight,1999-06-01,hot-100,Eagle-Eye+Cherry+Save+Tonight
3467,Lauryn Hill,Ex-Factor,1999-06-01,hot-100,Lauryn+Hill+Ex-Factor
3468,Fatboy Slim,Praise You,1999-06-01,hot-100,Fatboy+Slim+Praise+You
3469,Jesse Powell,You,1999-06-01,hot-100,Jesse+Powell+You
3470,Britney Spears,...Baby One More Time,1999-06-01,hot-100,Britney+Spears+...Baby+One+More+Time
3471,Collin Raye,Anyone Else,1999-06-01,hot-100,Collin+Raye+Anyone+Else
3472,Sarah McLachlan,Angel,1999-06-01,hot-100,Sarah+McLachlan+Angel
3473,Backstreet Boys,All I Have To Give,1999-06-01,hot-100,Backstreet+Boys+All+I+Have+To+Give
3474,Andy Griggs,You Won't Ever Be Lonely,1999-06-01,hot-100,Andy+Griggs+You+Won't+Ever+Be+Lonely
3475,Steve Wariner,Two Teardrops,1999-06-01,hot-100,Steve+Wariner+Two+Teardrops
3476,Monica,Angel Of Mine,1999-06-01,hot-100,Monica+Angel+Of+Mine
3477,Faith Evans Featuring Puff Daddy,All Night Long,1999-05-01,hot-100,Faith+Evans+All+Night+Long
3478,B*Witched,C'est La Vie,1999-05-01,hot-100,B*Witched+C'est+La+Vie
3479,Mariah Carey,I Still Believe,1999-05-01,hot-100,Mariah+Carey+I+Still+Believe
3480,Dru Hill,These Are The Times,1999-05-01,hot-100,Dru+Hill+These+Are+The+Times
3481,Joey McIntyre,Stay The Same,1999-05-01,hot-100,Joey+McIntyre+Stay+The+Same
3482,Chad Brock,Ordinary Life,1999-05-01,hot-100,Chad+Brock+Ordinary+Life
3483,Baz Luhrmann,Everybody's Free (To Wear Sunscreen),1999-05-01,hot-100,Baz+Luhrmann+Everybody's+Free
3484,Alan Jackson,Gone Crazy,1999-05-01,hot-100,Alan+Jackson+Gone+Crazy
3485,Sawyer Brown,Drive Me Wild,1999-05-01,hot-100,Sawyer+Brown+Drive+Me+Wild
3486,'N Sync,(God Must Have Spent) A Little More Time On You,1999-05-01,hot-100,'N+Sync+(God+Must+Have+Spent)+A+Little+More+Time+On+You
3487,Divine,One More Try,1999-05-01,hot-100,Divine+One+More+Try
3488,Mya,My First Night With You,1999-05-01,hot-100,Mya+My+First+Night+With+You
3489,Silkk The Shocker Featuring Mystikal,It Ain't My Fault 1 & 2,1999-05-01,hot-100,Silkk+The+Shocker+It+Ain't+My+Fault+1+&+2
3490,Brandy,Have You Ever?,1999-05-01,hot-100,Brandy+Have+You+Ever?
3491,Ginuwine,What's So Different,1999-05-01,hot-100,Ginuwine+What's+So+Different
3492,Lee Ann Womack,I'll Think Of A Reason Later,1999-05-01,hot-100,Lee+Ann+Womack+I'll+Think+Of+A+Reason+Later
3493,Kenny Chesney,How Forever Feels,1999-05-01,hot-100,Kenny+Chesney+How+Forever+Feels
3494,Shanice,When I Close My Eyes,1999-05-01,hot-100,Shanice+When+I+Close+My+Eyes
3495,Vengaboys,We Like To Party!,1999-05-01,hot-100,Vengaboys+We+Like+To+Party!
3496,Savage Garden,The Animal Song,1999-04-01,hot-100,Savage+Garden+The+Animal+Song
3497,JAY-Z,Hard Knock Life (Ghetto Anthem),1999-04-01,hot-100,JAY-Z+Hard+Knock+Life
3498,Keith Sweat,I'm Not Ready,1999-04-01,hot-100,Keith+Sweat+I'm+Not+Ready
3499,Case & Joe,Faded Pictures,1999-04-01,hot-100,Case+Faded+Pictures
3500,Elton John & LeAnn Rimes,Written In The Stars,1999-04-01,hot-100,Elton+John+Written+In+The+Stars
3501,Lauryn Hill,Doo Wop (That Thing),1999-04-01,hot-100,Lauryn+Hill+Doo+Wop
3502,Shawn Mullins,Lullaby,1999-04-01,hot-100,Shawn+Mullins+Lullaby
3503,R. Kelly & Celine Dion,I'm Your Angel,1999-04-01,hot-100,R.+Kelly+I'm+Your+Angel
3504,Mark Chesnutt,I Don't Want To Miss A Thing,1999-04-01,hot-100,Mark+Chesnutt+I+Don't+Want+To+Miss+A+Thing
3505,Deborah Cox,Nobody's Supposed To Be Here,1999-04-01,hot-100,Deborah+Cox+Nobody's+Supposed+To+Be+Here
3506,Dixie Chicks,You Were Mine,1999-04-01,hot-100,Dixie+Chicks+You+Were+Mine
3507,George Strait,Meanwhile,1999-04-01,hot-100,George+Strait+Meanwhile
3508,The Roots Featuring Erykah Badu,You Got Me,1999-04-01,hot-100,The+Roots+You+Got+Me
3509,R. Kelly,When A Woman's Fed Up,1999-04-01,hot-100,R.+Kelly+When+A+Woman's+Fed+Up
3510,Eminem,My Name Is,1999-04-01,hot-100,Eminem+My+Name+Is
3511,Will Smith,Miami,1999-04-01,hot-100,Will+Smith+Miami
3512,Third Eye Blind,Jumper,1999-04-01,hot-100,Third+Eye+Blind+Jumper
3513,Gerald Levert,Taking Everything,1999-03-01,hot-100,Gerald+Levert+Taking+Everything
3514,John Michael Montgomery,Hold On To Me,1999-03-01,hot-100,John+Michael+Montgomery+Hold+On+To+Me
3515,Eve 6,Inside Out,1999-03-01,hot-100,Eve+6+Inside+Out
3516,Jo Dee Messina,Stand Beside Me,1999-03-01,hot-100,Jo+Dee+Messina+Stand+Beside+Me
3517,Shania Twain,From This Moment On,1999-03-01,hot-100,Shania+Twain+From+This+Moment+On
3518,Edwin McCain,I'll Be,1999-03-01,hot-100,Edwin+McCain+I'll+Be
3519,Goo Goo Dolls,Iris,1999-03-01,hot-100,Goo+Goo+Dolls+Iris
3520,Diamond Rio,Unbelievable,1999-03-01,hot-100,Diamond+Rio+Unbelievable
3521,Divine,Lately,1999-03-01,hot-100,Divine+Lately
3522,Whitney Houston & Mariah Carey,When You Believe,1999-03-01,hot-100,Whitney+Houston+When+You+Believe
3523,Mo Thugs Family Featuring Bone Thugs-N-Harmony,Ghetto Cowboy,1999-03-01,hot-100,Mo+Thugs+Family+Ghetto+Cowboy
3524,Jewel,Hands,1999-03-01,hot-100,Jewel+Hands
3525,Sara Evans,No Place That Far,1999-03-01,hot-100,Sara+Evans+No+Place+That+Far
3526,98 Degrees,Because Of You,1999-02-01,hot-100,98+Degrees+Because+Of+You
3527,BLACKstreet & Mya Featuring Mase & Blinky Blink,Take Me There,1999-02-01,hot-100,BLACKstreet+Take+Me+There
3528,Total Featuring Missy Elliott,Trippin',1999-02-01,hot-100,Total+Trippin'
3529,Tim McGraw,For A Little While,1999-02-01,hot-100,Tim+McGraw+For+A+Little+While
3530,Next,Too Close,1999-02-01,hot-100,Next+Too+Close
3531,Barenaked Ladies,It's All Been Done,1999-02-01,hot-100,Barenaked+Ladies+It's+All+Been+Done
3532,Dru Hill Featuring Redman,How Deep Is Your Love,1999-02-01,hot-100,Dru+Hill+How+Deep+Is+Your+Love
3533,Sheryl Crow,My Favorite Mistake,1999-02-01,hot-100,Sheryl+Crow+My+Favorite+Mistake
3534,Faith Hill,This Kiss,1999-02-01,hot-100,Faith+Hill+This+Kiss
3535,New Radicals,You Get What You Give,1999-02-01,hot-100,New+Radicals+You+Get+What+You+Give
3536,2Pac,Changes,1999-02-01,hot-100,2Pac+Changes
3537,Boyz II Men,I Will Get There,1999-02-01,hot-100,Boyz+II+Men+I+Will+Get+There
3538,Faith Evans,Love Like This,1999-02-01,hot-100,Faith+Evans+Love+Like+This
3539,112 Featuring Mase,Love Me,1999-01-01,hot-100,112+Love+Me
3540,Monica,The First Night,1999-01-01,hot-100,Monica+The+First+Night
3541,Spice Girls,Goodbye,1999-01-01,hot-100,Spice+Girls+Goodbye
3542,Brian McKnight Featuring Tone & Kobe Bryant,Hold Me,1999-01-01,hot-100,Brian+McKnight+Hold+Me
3543,Terri Clark,You're Easy On The Eyes,1999-01-01,hot-100,Terri+Clark+You're+Easy+On+The+Eyes
3544,Martina McBride,Wrong Again,1999-01-01,hot-100,Martina+McBride+Wrong+Again
3545,Aaliyah,Are You That Somebody?,1999-01-01,hot-100,Aaliyah+Are+You+That+Somebody?
3546,Collin Raye,Someone You Used To Know,1999-01-01,hot-100,Collin+Raye+Someone+You+Used+To+Know
3547,Madonna,The Power Of Good-Bye,1999-01-01,hot-100,Madonna+The+Power+Of+Good-Bye
3548,Clay Walker,You're Beginning To Get To Me,1999-01-01,hot-100,Clay+Walker+You're+Beginning+To+Get+To+Me
3549,Aaron Hall,All The Places (I Will Kiss You),1999-01-01,hot-100,Aaron+Hall+All+The+Places
3550,BlackHawk,There You Have It,1999-01-01,hot-100,BlackHawk+There+You+Have+It
3551,Barenaked Ladies,One Week,1999-01-01,hot-100,Barenaked+Ladies+One+Week
3552,Monifah,Touch It,1999-01-01,hot-100,Monifah+Touch+It
3553,Alanis Morissette,Thank U,1999-01-01,hot-100,Alanis+Morissette+Thank+U
3554,Ice Cube Featuring Mr. Short Khop,Pushin' Weight,1999-01-01,hot-100,Ice+Cube+Pushin'+Weight
3555,Jennifer Paige,Crush,1998-12-01,hot-100,Jennifer+Paige+Crush
3556,Ty Herndon,It Must Be Love,1998-12-01,hot-100,Ty+Herndon+It+Must+Be+Love
3557,George Strait,We Really Shouldn't Be Doing This,1998-12-01,hot-100,George+Strait+We+Really+Shouldn't+Be+Doing+This
3558,Brooks & Dunn,Husbands And Wives,1998-12-01,hot-100,Brooks+Husbands+And+Wives
3559,Natalie Imbruglia,Torn,1998-12-01,hot-100,Natalie+Imbruglia+Torn
3560,Xscape,My Little Secret,1998-12-01,hot-100,Xscape+My+Little+Secret
3561,Lee Ann Womack,A Little Past Little Rock,1998-12-01,hot-100,Lee+Ann+Womack+A+Little+Past+Little+Rock
3562,Keith Sweat Featuring Snoop Dogg,Come And Get With Me,1998-12-01,hot-100,Keith+Sweat+Come+And+Get+With+Me
3563,Dixie Chicks,Wide Open Spaces,1998-12-01,hot-100,Dixie+Chicks+Wide+Open+Spaces
3564,Faith Hill,Let Me Let Go,1998-12-01,hot-100,Faith+Hill+Let+Me+Let+Go
3565,TQ,Westside,1998-12-01,hot-100,TQ+Westside
3566,Aerosmith,I Don't Want To Miss A Thing,1998-12-01,hot-100,Aerosmith+I+Don't+Want+To+Miss+A+Thing
3567,Backstreet Boys,I'll Never Break Your Heart,1998-12-01,hot-100,Backstreet+Boys+I'll+Never+Break+Your+Heart
3568,Next,I Still Love You,1998-12-01,hot-100,Next+I+Still+Love+You
3569,matchbox 20,Real World,1998-12-01,hot-100,matchbox+20+Real+World
3570,All Saints,Never Ever,1998-11-01,hot-100,All+Saints+Never+Ever
3571,Brandy & Monica,The Boy Is Mine,1998-11-01,hot-100,Brandy+The+Boy+Is+Mine
3572,Five,When The Lights Go Out,1998-11-01,hot-100,Five+When+The+Lights+Go+Out
3573,Shania Twain,You're Still The One,1998-11-01,hot-100,Shania+Twain+You're+Still+The+One
3574,Inoj,Time After Time,1998-11-01,hot-100,Inoj+Time+After+Time
3575,Usher,My Way,1998-11-01,hot-100,Usher+My+Way
3576,Savage Garden,Truly Madly Deeply,1998-11-01,hot-100,Savage+Garden+Truly+Madly+Deeply
3577,Pressha,Splackavellie,1998-11-01,hot-100,Pressha+Splackavellie
3578,Will Smith,Just The Two Of Us,1998-11-01,hot-100,Will+Smith+Just+The+Two+Of+Us
3579,Mase Featuring Puff Daddy,Lookin' At Me,1998-11-01,hot-100,Mase+Lookin'+At+Me
3580,Pras Michel Feat. Ol' Dirty Bastard & Introducing Mya,Ghetto Supastar (That Is What You Are),1998-11-01,hot-100,Pras+Michel+Ghetto+Supastar
3581,Gerald Levert,Thinkin' Bout It,1998-11-01,hot-100,Gerald+Levert+Thinkin'+Bout+It
3582,Third Eye Blind,How's It Going To Be,1998-11-01,hot-100,Third+Eye+Blind+How's+It+Going+To+Be
3583,Kelly Price,Friend Of Mine,1998-11-01,hot-100,Kelly+Price+Friend+Of+Mine
3584,Mia X Featuring Charlie Wilson,Whatcha Wanna Do?,1998-11-01,hot-100,Mia+X+Whatcha+Wanna+Do?
3585,Tatyana Ali,Daydreamin',1998-11-01,hot-100,Tatyana+Ali+Daydreamin'
3586,Big Punisher Featuring Joe,Still Not A Player,1998-11-01,hot-100,Big+Punisher+Still+Not+A+Player
3587,Noreaga,SuperThug (What What),1998-11-01,hot-100,Noreaga+SuperThug
3588,Paula Cole,I Don't Want To Wait,1998-11-01,hot-100,Paula+Cole+I+Don't+Want+To+Wait
3589,K-Ci & JoJo,All My Life,1998-11-01,hot-100,K-Ci+All+My+Life
3590,Voices Of Theory,Wherever You Go,1998-11-01,hot-100,Voices+Of+Theory+Wherever+You+Go
3591,Mya Featuring Silkk The Shocker,Movin' On,1998-11-01,hot-100,Mya+Movin'+On
3592,Montell Jordan,I Can Do That,1998-11-01,hot-100,Montell+Jordan+I+Can+Do+That
3593,"Nicole Featuring Missy ""Misdemeanor"" Elliott & Mocha",Make It Hot,1998-11-01,hot-100,Nicole+Make+It+Hot
3594,Tamia,So Into You,1998-11-01,hot-100,Tamia+So+Into+You
3595,Sarah McLachlan,Adia,1998-11-01,hot-100,Sarah+McLachlan+Adia
3596,Snoop Dogg,Still A G Thang,1998-11-01,hot-100,Snoop+Dogg+Still+A+G+Thang
3597,Ace Of Base,Cruel Summer,1998-10-01,hot-100,Ace+Of+Base+Cruel+Summer
3598,Puff Daddy Featuring Jimmy Page,Come With Me,1998-10-01,hot-100,Puff+Daddy+Come+With+Me
3599,Marcy Playground,Sex And Candy,1998-10-01,hot-100,Marcy+Playground+Sex+And+Candy
3600,LeAnn Rimes,How Do I Live,1998-10-01,hot-100,LeAnn+Rimes+How+Do+I+Live
3601,Will Smith,Gettin' Jiggy Wit It,1998-10-01,hot-100,Will+Smith+Gettin'+Jiggy+Wit+It
3602,Savage Garden,To The Moon And Back,1998-10-01,hot-100,Savage+Garden+To+The+Moon+And+Back
3603,Janet,Together Again,1998-10-01,hot-100,Janet+Together+Again
3604,Madonna,Ray Of Light,1998-10-01,hot-100,Madonna+Ray+Of+Light
3605,Fuel,Shimmer,1998-10-01,hot-100,Fuel+Shimmer
3606,P.M. Dawn,I Had No Right,1998-10-01,hot-100,P.M.+Dawn+I+Had+No+Right
3607,"Master P Featuring Silkk The Shocker, Sons Of Funk And Mo B. Dick",Goodbye To My Homies,1998-10-01,hot-100,Master+P+Goodbye+To+My+Homies
3608,Tyrese,Nobody Else,1998-10-01,hot-100,Tyrese+Nobody+Else
3609,Beastie Boys,Intergalactic,1998-10-01,hot-100,Beastie+Boys+Intergalactic
3610,Voices Of Theory,Say It,1998-10-01,hot-100,Voices+Of+Theory+Say+It
3611,Cleopatra,Cleopatra's Theme,1998-09-01,hot-100,Cleopatra+Cleopatra's+Theme
3612,Spice Girls,Stop,1998-09-01,hot-100,Spice+Girls+Stop
3613,69 Boyz,Woof Woof,1998-09-01,hot-100,69+Boyz+Woof+Woof
3614,Cam'Ron Featuring Mase,Horse & Carriage,1998-09-01,hot-100,Cam'Ron+Horse+&+Carriage
3615,Rod Stewart,Ooh La La,1998-09-01,hot-100,Rod+Stewart+Ooh+La+La
3616,Backstreet Boys,Everybody [Backstreet's Back],1998-09-01,hot-100,Backstreet+Boys+Everybody+[Backstreet's+Back]
3617,Jo Dee Messina,I'm Alright,1998-09-01,hot-100,Jo+Dee+Messina+I'm+Alright
3618,Mariah Carey,My All,1998-09-01,hot-100,Mariah+Carey+My+All
3619,LeAnn Rimes,Looking Through Your Eyes,1998-09-01,hot-100,LeAnn+Rimes+Looking+Through+Your+Eyes
3620,Nate Dogg Featuring Warren G,Nobody Does It Better,1998-09-01,hot-100,Nate+Dogg+Nobody+Does+It+Better
3621,Jagged Edge,Gotta Be,1998-09-01,hot-100,Jagged+Edge+Gotta+Be
3622,Goodie Mob Featuring Outkast,Black Ice (Sky High),1998-08-01,hot-100,Goodie+Mob+Black+Ice
3623,Myron,Destiny,1998-08-01,hot-100,Myron+Destiny
3624,Dixie Chicks,There's Your Trouble,1998-08-01,hot-100,Dixie+Chicks+There's+Your+Trouble
3625,Jon B,They Don't Know,1998-08-01,hot-100,Jon+B+They+Don't+Know
3626,Master P Featuring Sons Of Funk,I Got The Hook Up!,1998-08-01,hot-100,Master+P+I+Got+The+Hook+Up!
